username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Sarah Kaye Ren,1284140441785577472,"Brooklyn, NY",2023-03-08 03:13:56,@Big_Hoss98 @scottmerkin @TalkinBaseball_ The only democracy in the Middle East and the only Middle Eastern nation… https://t.co/OVPmUENuSy,0,Twitter for iPhone,
David Crary,80917722,New York City,2023-03-08 03:10:56,Oklahoma GOP legislators censure nonbinary Democratic colleague after state troopers say the lawmaker blocked them… https://t.co/VclXVUmpo3,0,Twitter Web App,
Patrick J. Hamilton,577521294,NYC,2023-03-08 02:55:41,"This is the state of hate  @GovRonDeSantis has created. #florida #stateofhate

https://t.co/VYvgT4ZQxS",0,Twitter for iPhone,
John Ore ☮️🏳️‍🌈🇵🇷🇱🇻,33923271,"Brooklyn, NY",2023-03-08 02:51:03,NHL teams continue to fold to the anti-LGBTQ+ agenda like they are holding 7-3 off suit. Disgraceful.  https://t.co/4YQPcEj3vt,0,Twitter for iPhone,
CONSEQUENCE,15553222,New York,2023-03-08 02:48:23,An all-star collection of Tennessee musicians are coming together to protest the state's recent legislation banning… https://t.co/RQixwUpbjI,5,Twitter Web App,
elisa,1457028590512529419,New York,2023-03-08 02:48:10,👇👇👇 List of LGBTQ resources for people living in Florida 👇👇👇,0,Twitter Web App,
Radio Future,1537807499965112320,"New York City, New York",2023-03-08 02:43:15,"Hayley Williams, Jason Isbell, Sheryl Crow, More to Play LGBTQ+ Benefit Concert in Tennessee

Listen to Radio Futur… https://t.co/TGebISM6W2",0,IFTTT,
LittleThings,3131581863,"New York, NY",2023-03-08 02:41:48,LGBTQ Kid Gets Back At Homophobic Mom By Sharing Her Secret Meatloaf Recipe With The World https://t.co/5kkTSKDtKa,1,SocialFlow,
Space Manley,1036396008538861568,"Manhattan, NY",2023-03-08 02:32:35,@DarthCaniac37 @CaniacChic @rb_caniac I can't accept a status quo wherein no one explains to these players in a cal… https://t.co/BPbENNIwPq,0,Twitter Web App,
Space Manley,1036396008538861568,"Manhattan, NY",2023-03-08 02:31:06,@DarthCaniac37 @CaniacChic @rb_caniac But that relies on a framing wherein there has to be an agreement about the r… https://t.co/Dvy032BMjz,0,Twitter Web App,
Onlysuperfreak,1228581991962042368,"New York, NY",2023-03-08 02:23:37,Transitioning from #NYPD #cop to working in #IT. #dadbod #Police #Veteran #usmc #coding #pcgaming #HogwartsLegacy… https://t.co/1rfsn6aoW5,0,Twitter Web App,
Space Manley,1036396008538861568,"Manhattan, NY",2023-03-08 02:18:12,@DarthCaniac37 @CaniacChic @rb_caniac There's a false equivalence at play here though: You as an individual have ev… https://t.co/b1V8NhMj97,0,Twitter Web App,
✨💕 Sober Babygirl 💕✨,847382107705954306,"New York, USA",2023-03-08 02:16:46,@WorldofRobert1 I hate politics but unfortunately my rights are under attack and so is the LGBTQ community. I can’t… https://t.co/MOQmnt3wRU,0,Twitter for iPhone,
Courtney,504780579,NEW YORK !!,2023-03-08 02:12:27,Really feeling myself atm! Lmfao im cute! #lesbian #single #LGBTQ #selflove2023 https://t.co/XhMcS4yPeu,0,Twitter for iPhone,
KP in NYC,76529440,"New York, NY",2023-03-08 02:09:41,@GOP Unless you have a uterus. Or are LGBTQ+. Or are a student being shot in school. But thanks for that thought. #GOPHypocrisy,0,Twitter for iPhone,
Tony Simone,16160524,NYC,2023-03-08 01:50:13,Spent this morning at the @NewPrideAgenda_ legislative breakfast with colleagues and LGBTQ leaders to set out our p… https://t.co/mz6sU7xtFY,0,Twitter for iPhone,
Space Manley,1036396008538861568,"Manhattan, NY",2023-03-08 01:47:10,@CaniacChic @rb_caniac @DarthCaniac37 Allyship means you're exposing yourself to the ire of those same unsavory for… https://t.co/Qyf318Hol6,0,Twitter Web App,
Barbara Malmet,2876041031,"New York, NY",2023-03-08 01:46:13,DeSantis makes himself clear. He is against freedom of speech. He is against teaching American history if it includ… https://t.co/KabV11EwQL,27,Twitter for iPad,
George Hahn,22730752,"New York, NY",2023-03-08 01:45:21,"Thank you for the heads-up on this, @JoyceWhiteVance. @CapehartJ and @bendelacreme nail it. https://t.co/HyO4mb4CiL",15,Twitter for Mac,
Maurice W,806909972252606464,"New York, USA",2023-03-08 01:33:59,"@lertsema So is Latino American History, Women’s history Asian American History. Jewish American history, LGBTQ …it’s all American history",3,Twitter for iPhone,
Gentle Ann Walker,1559199423875407872,"New York, NY",2023-03-08 01:28:22,"Who knew #history could be so spicy? #GentlemanJack @spiceyw has us hooked, wanting #MoreGentlemanJackHistory 🎩 TEL… https://t.co/Iposyp4n4m",5,Twitter Web App,
THEE Side-Eye Pinkie Pie,101379260,"Capital Region, New York",2023-03-08 01:19:03,@SeelyeTracy I’m worried about all trans people right now. It’s horrifying. Not to mention their attacks on the LGBTQ+ community at large.,0,Twitter for iPhone,
Alexandria Bohémier,824792145806630912,Canada,2023-03-08 01:11:53,@pressespartout @Canada_YPS @CentreForGender @gnwp_gnwp @ColombiaDiversa @RainbowRailroad @Jamiejhagen… https://t.co/6AEfRKUdJP,0,Twitter for iPhone,
shell sheddy,720634976,new york city,2023-03-08 01:07:04,"@LoveThisBar @Hersheys @JeremyDBoreing Adolf Hitler was named chancellor on January 30, 1933, &amp;enacted policies to… https://t.co/ZVancQM0ik",0,Twitter for Android,
shell sheddy,720634976,new york city,2023-03-08 00:57:49,"@LaraHocking 2)#AdolfHitler was named chancellor on January 30,1933&amp; enacted policies to rid Germany of … https://t.co/Jdo8C6bnpN",0,Twitter for Android,
Tom Smith,1464637290182062081,The Republic of Brooklyn ,2023-03-08 00:39:52,Tennessee and the Anti-Drag Race https://t.co/2nW222jrJO,0,Twitter Web App,
Daniel,1095423905999847424,"New York, USA",2023-03-08 00:36:20,@Wawaluigi99 @EuphoriTori And the actual percentage of LGBTQ+ is at minimum 20% considering Gen Z,0,Twitter for iPad,
HuffPost Women,309978842,"New York, NY",2023-03-08 00:35:40,"""It's only really certain sexual orientations that you want prohibited from introduction in the classroom,"" Missour… https://t.co/TmXb4y5t0j",0,PubHub by BuzzFeed,
Brian Pacheco,33247002,"New York, NY",2023-03-08 00:12:31,"“Don’t flaunt you’re lifestyle in my face &amp; we’re OK.” Growing up part of the LGBTQ community, you’ve heard a versi… https://t.co/vQ9mStlrrE",0,Twitter for iPhone,
The New Republic,82689705,"New York, NY",2023-03-08 00:04:34,The Human Rights Campaign (@HRC) slammed Tennessee’s ongoing “obsession with anti-LGBTQ+ legislation” after the sta… https://t.co/Ia5VRigvjt,5,Echobox,
LatinoJustice PRLDEF ⚖️,17849966,New York,2023-03-08 00:02:36,"This Women’s History Month, we're highlighting the impactful work of Venezuelan-Puerto Rican, Sylvia Rivera, a tran… https://t.co/7hkLiTmPsF",2,Twitter Web App,
Jacob Silverman,4011928402,NYC,2023-03-08 00:01:14,"This supposed detente never existed. Don't ask don't tell, DOMA, decades of discrimination against LGBTQ people, et… https://t.co/jsXgTBSgHZ",7,Twitter Web App,
Reuters Legal,334944709,New York,2023-03-07 23:47:16,"Canada repeals historic laws targeting women, LGBTQ community https://t.co/o2jHXzg94j https://t.co/ObG7mPtN78",0,TweetDeck,
Fabrice C Houdart,2365960728,"New York, USA",2023-03-07 23:45:48,Fabrice Houdart | A weekly newsletter on LGBTQ+ Equality  -- CPAC’s attack on trans people: the canary in the coal… https://t.co/xngVYYM7fv,0,Substack,
Missing Piece Group,52797260,"Newark, NJ",2023-03-07 23:43:20,"Missing Piece Group proudly stands in solidarity with our queer artists, colleagues and friends, and we strongly op… https://t.co/ez4Aigt43f",0,Twitter Web App,
Missing Piece Group,52797260,"Newark, NJ",2023-03-07 23:43:20,We are so excited to see our client and friend @MsMyaByrne take the stage at @BrdgstoneArena  this month to perform… https://t.co/4qgh3jdCIY,0,Twitter Web App,
American LGBTQ+ Museum,1005097169559457792,New York City +,2023-03-07 23:40:41,"For too long, many have been silent about the pain and suffering caused by religious teachings that harm women and… https://t.co/EBm7w9FmAK",0,Twitter Web App,
Frank Conway,32674105,New York City,2023-03-07 23:27:52,Missouri Republican: My bill would ban teaching about SCOTUS ruling on LGBTQ marriage https://t.co/OY8cun2Z9F SHE S… https://t.co/t85hE48QeD,0,Twitter for iPhone,
Brian Mastroianni,347472224,"New York, NY",2023-03-07 23:23:05,My latest for @Healthline — How parental support affects mental health of LGBTQ youth https://t.co/rmN15BVBPL #icymi,0,Twitter for iPhone,
MB 💫,299988227,"New York, NY",2023-03-07 23:19:03,"Meanwhile lgbtq+ people are fighting for basic rights, healthcare, and the freedom to just exist https://t.co/7odlImfVkd",0,Twitter for iPhone,
LGBTQ+ Business Travel,1407717659689508865,"New York, NY",2023-03-07 23:06:06,"🌈 @IGLTA Selects Osaka, Japan as its 2024 Global Convention Destination @ILoveLGBTTravel @CVBLGBT - The Internation… https://t.co/9KDTulXcd5",4,Scoop.it,
Chris,1611954900975452163,"New York, USA",2023-03-07 23:04:43,@theShinyMimikyu @MaybeIwill10 @jeonghwasmaid @EmpireWithEase @Cobratate I’m religious and I also believe in some s… https://t.co/s0PglJ5T1M,0,Twitter for iPhone,
Yahoo News,7309052,New York City,2023-03-07 23:04:25,Th commission has reversed an earlier policy and is now only investigating LGBTQ discrimination complaints related… https://t.co/lTT7tvRbf2,1,SocialFlow,
BumGoblin,1183453135202861056,"Bronx, NY",2023-03-07 23:03:44,@ascinhiding Bro turned lgbtq 😢,0,Twitter for iPhone,
🎨Raccoon Bandit🎸🏳️‍🌈,1505999959677677575,New York,2023-03-07 22:59:25,"@RightWingCope And they always mention Portland, which just so happens to have a lot of LGBTQ+ people and people of… https://t.co/tqYJ1GiHXl",0,Twitter for iPhone,
Richie Jackson,116111573,New York City,2023-03-07 22:52:26,"In this clip from the GAY LIKE ME audiobook, I prove that being LGBTQ is a big deal. Take a listen.

#gaylikeme… https://t.co/lva7E7fALz",1,Sprout Social,
#ILoveGay Politics,1099370785100185600,"New York, NY",2023-03-07 22:50:35,The Texas House has a record number of LGBTQ representatives as lawmakers face scores of bills focused on gender an… https://t.co/r2MIiBk9DP,3,Scoop.it,
#ILoveGay LGBT 🏳️‍🌈,727487427418447876,"New York, NY",2023-03-07 22:48:03,How the Black and Latino queer community made voguing a form of resistance @IHeartQPOC @IHeartQLatinx - Since the 1… https://t.co/dM76NvB86T,6,Scoop.it,
Out Magazine,21713274,"New York, NY",2023-03-07 22:45:54,"While many content creators have come and gone on OnlyFans, there are still plenty of LGBTQ+ celebrities who are ac… https://t.co/QxFFvpqgaO",4,RebelMouse Application,
PASSPORT Magazine,24402433,"New York City, NY",2023-03-07 22:45:10,"""What are your favorite places to go for cocktails and dinner?"" Find out where husbands Bobby Hill and Mark Arringt… https://t.co/j95ATSYgtn",0,Hootsuite Inc.,
Leah 🌸✡️🦋,591468824,Bushwick,2023-03-07 22:44:41,"Anti-drag protests ""demonize a part of the LGBTQ+ community that is less reassuring to some segments of straight Am… https://t.co/aqvXM5xS9u",0,Twitter Web App,
Outreach,1519955572962955265,New York,2023-03-07 22:43:53,"“As many of the diocesan synod reports from the United States (and from around the world) have shown, the universal… https://t.co/nT54xLGfpi",0,Twitter Web App,
Agent99,1348896783993348098,"New York, NY",2023-03-07 22:36:00,@DanielK73774120 @JoJoFromJerz @adamzyglis Only a homophobe would equate shutting LGBTQ with pedophilia. I’d be mor… https://t.co/IFgoADx8p0,0,Twitter for iPhone,
Jeanne Bergman,88979768,New York,2023-03-07 22:35:21,"@HeartlandSignal They think that only LGBTQ people have sexual orientation, and only people of color have race.",0,Twitter Web App,
Spadez.sol {369},2607738580,New York,2023-03-07 22:34:46,@EGal89 @ludditetechguy @RitchDestiny @HCoffman78 @libsoftiktok I don't associate LGBTQ with Groomers. I know some… https://t.co/EK7mVP9PVf,0,Twitter for iPhone,
PASSPORT Magazine,24402433,"New York City, NY",2023-03-07 22:29:15,"Join @PASSPORTmag as we #explore a beautiful and exciting #LGBTQ+ destination with amazing people who live, work, p… https://t.co/J2er2Q8Yq5",0,Twitter Web App,
ryan,21380922,New York City,2023-03-07 22:20:28,@biscotti2hottie He grew up Mormon but has since disavowed it/religion in general and now seems to dedicate a lot o… https://t.co/Qe51WRL1fz,2,Twitter for iPhone,
Drew,1566795083642507264,"New York, NY",2023-03-07 22:10:52,@LindseyPHorvath @SupJaniceHahn Nobody is discriminating against LGBTQ+ people in LA as far as I'm concerned and if… https://t.co/z5t7pRAUkQ,0,Twitter Web App,
"Dr. Wanda Montalvo PhD, RN, FAAN",236442747,New York,2023-03-07 22:06:34,"“Those who can make you believe absurdities, can make you commit atrocities.”  Voltaire

-bigoted policies - transg… https://t.co/wZgXz4lGQo",3,Twitter for iPhone,
HubBucket Inc | Research and Development - R&D,2742938653,"Brooklyn, NY",2023-03-07 22:05:44,"🇺🇸 We Tweet about Politics and Law when they impact:

✅ Healthcare
✅ Education
✅ Science
✅ Technology
✅ Engineering… https://t.co/B0vruvLoUO",1,Twitter Web App,
Sarah Kate Ellis,2175281919,New York,2023-03-07 22:04:59,"Thank you @RepCicilline  for your service championing equality, especially for LGBTQ people. https://t.co/gyb48uphPG",0,Twitter Web App,
VonVictor Rosenchild | Founder/CEO HubBucket®,480875170,"Brooklyn, NY",2023-03-07 22:02:25,"🇺🇸 I Tweet about Politics and Law when they impact:

✅ Human Rights
✅ Civil Rights
✅ Equal Rights
✅ Voting Rights
✅… https://t.co/n45urv3lPG",0,Twitter Web App,
Rep. Nadler,40302336,"New York, NY",2023-03-07 21:42:32,Congratulations to my friend @TonySimone on a successful swearing in! I know Tony will be a fighter in Albany for G… https://t.co/OENTjwtYXU,9,Twitter Web App,
Pauline Park,40717489,New York,2023-03-07 21:35:53,#RonPeri believes that #homosexuality is 'evil' &amp; thinks that #tapwater turns people gay: this is the stupidity &amp; i… https://t.co/VU271gNYkM,0,Twitter Web App,
TracksuitFatboy,980158724659695618,"Brooklyn, NY",2023-03-07 21:18:28,@woketopiansa @AngelusHector @DailyLoud Glover left for his music chase got killed off because he made glover and Y… https://t.co/2NQyt02Ehe,0,Twitter for iPhone,
Bearing Witness for Ecology etc. by Big Earth Data,1266563068223504389,New York City,2023-03-07 21:11:15,"Iowans stage protest against anti-LGBTQ+ legislation: Washington Blade https://t.co/piEI9HVd5K 

MORE on Telegram a… https://t.co/zEAjWimBlw",0,BigEarthData EcoSearch,
BlackPodcastersAssociation™,1404905706097102863,"Queens, NY",2023-03-07 21:01:02,"Shout out to @AnnaDeShawn, @thequbeapp and @e3radio for her nomination for the work she has done on Queer News podc… https://t.co/sx1nP6pEzF",0,Twitter for iPhone,
Ex Dr. BuzzFeed Reporter 🌹🏳️‍⚧️,1088911520770244609,"New York, USA",2023-03-07 20:59:35,@WyldBilly80 @MoodyBlueshirt @henryrodgersdc @DailyCaller Like this? https://t.co/C9GhHiEvek,0,Twitter Web App,
Andrew Giambrone,1907861946,"New York, NY",2023-03-07 20:59:06,Kids raised by LGBTQ parents do as well or better than kids with opposite-sex parents (via @statnews)… https://t.co/PKy1HRSXno,0,Twitter Web App,
Lucia Suarez Sang,60422202,New York City,2023-03-07 20:54:55,"LGBTQ+ friends in Connecticut (or who have CT connections), for Pride Month this year we are planning a special pro… https://t.co/de16oDW3Yx",3,Twitter Web App,
Johnny B,249685529,NYC,2023-03-07 20:54:49,@Gibbor88 @stormrobinson The point is it’s a shared fight.  https://t.co/iHfsCJR0N7 https://t.co/MLu3Ls152l,0,Twitter Web App,
Maya Di Bello,1311118697503830017,"Manhattan, NY",2023-03-07 20:49:46,Read more from Mann below: https://t.co/nTUzAlbKBM,0,Twitter for iPhone,
Michael J Hildebrand,2185245582,"Brooklyn, NY",2023-03-07 20:49:38,@stormrobinson “I’m the victim!! Me! I was only using divisive misinformation to urge for further discrimination of… https://t.co/RoJNXve61w,0,Twitter for iPhone,
Michael J Hildebrand,2185245582,"Brooklyn, NY",2023-03-07 20:46:45,"@GNQ__ @Kedz GNQ, you’re not part of the LGBTQ+ community, are you? Are you a straight, cis person using a cowardly… https://t.co/YxLz3nOjX3",0,Twitter for iPhone,
(((TheRReport))) 🌻,183876837,"New York, New York",2023-03-07 20:46:19,Cyndi Lauper compares anti-LGBTQ bills to Nazi Germany: 'This is how Hitler started&amp;#8217' https://t.co/HV6DgOt7JU,0,Twitter Web App,
Out Magazine,21713274,"New York, NY",2023-03-07 20:45:43,New anti-LGBTQ+ and anti-drag bills are threatening our community. https://t.co/OEnYyPkhbm,12,RebelMouse Application,
CUNY-Initiative on Immigration and Education,1224857867116826626,"New York City, NY",2023-03-07 20:42:25,"Florida’s schools book bans have teachers “walking on eggshells”, giving them no choice but to cover up book shelve… https://t.co/eYevd5ZHwP",0,Twitter Web App,
NewarkPublicLibrary,237987907,"Newark, NJ",2023-03-07 20:39:22,"Join us on April 6th from 6PM - 8PM for a group discussion of Camonghne Felix's deeply personal debut memoir, Dysca… https://t.co/LHi3Uk6D9F",1,Twitter Web App,
Ms. Lonnie 🦋💜🤗,853711965541105664,"New York, USA",2023-03-07 20:36:07,"#StopFascism 

Tell your Senator &amp; Rep  you will use the power of your vote to end GOP fascism

@RepMikeLawler Book… https://t.co/vSnJgRIW5V",43,Twitter Web App,
The Left-Wing Felt Puppet,1037505597879533568,"New York, NY",2023-03-07 20:34:29,@ChrisSturr @NathanJRobinson @curaffairs I took economics. I can’t imagine anything in queer theory being more appl… https://t.co/k5MCTfpQLJ,0,Twitter for iPhone,
Fatherly,2473821354,NYC,2023-03-07 20:33:03,"Parental Support Of LGBTQ+ Teens Is Deeply Important, Study Finds https://t.co/MVIIHOX9Gp https://t.co/kALu9xh5Ft",0,Zapier.com,
Hot Local Single,1012000268114890752,"New York, USA",2023-03-07 20:26:02,@dadkisser4life It’d be good if they did because no more republican presidents but it’d be horrible for any lgbtq+… https://t.co/VvGk7tJtcs,0,Twitter for iPhone,
Arcus Foundation LGBTQ Social Justice,427461095,"New York, NY",2023-03-07 20:25:10,Just one week left to apply for @ContigoFund's Movement and Power Building grant cycle. Contigo seeks proposals for… https://t.co/UKyE5WGrab,0,Hootsuite Inc.,
celia inside,15228513,new york,2023-03-07 20:23:44,"Mutual Love Fest Day 1 is coming!!! 🪄 @mutual__love /

this is the official unofficial LGBTQ+ SXSW, and i'm THRILLE… https://t.co/hr8uNxnFRt",3,Twitter Web App,
BrooklynVegan,17222678,"Brooklyn, NY",2023-03-07 20:19:51,"Hayley Williams, Jason Isbell, Julien Baker, Brittany Howard, and more are playing a benefit show for Tennessee LGB… https://t.co/NnjeJNnx8z",4,Twitter Web App,
Geofftcp,584042018,new york,2023-03-07 20:09:13,"@Scaramucci @KathyHochul So let me get this right, the CEO of the largest bank in the USA, that is literally printi… https://t.co/angNZua8d3",0,Twitter for Android,
The Center,25358498,"New York, NY",2023-03-07 20:00:01,"#BroadwayBackwards returns on March 13, and we want you to be there! It’s the only annual event on a Broadway stage… https://t.co/0fgL9t5lus",1,Sprinklr Publisher,
Erica Drayton,18593438,New York,2023-03-07 19:59:10,Beyond the Wizard  https://t.co/G4qlvOpGUh #livestream #creatortube #lgbtq #blackfemaleauthor https://t.co/XP3th7xxgs,0,Zapier.com,
Eric+,608393,"New York, NY  ",2023-03-07 19:54:39,"Crisis lifeline expanding LGBTQI+ services with talk and text&gt;

Anyone experiencing suicidal, substance use or othe… https://t.co/uB0yAKsHpa",1,Twitter Web App,
Yahoo Life,21320186,New York City,2023-03-07 19:54:20,Knowing the difference between these terms can help us better explain human identity and individual selfhood. https://t.co/mO7ltdcHAF,0,SocialFlow,
ABC Air Power,22285795,New York City,2023-03-07 19:48:41,"Hayley Williams, Brittany Howard, Hozier performing at Love Rising LGBTQ+ benefit concert in Nashville",0,Twitter Web App,
Out Magazine,21713274,"New York, NY",2023-03-07 19:45:43,"Throughout the years, LGBTQ+ dating shows have been absolutely iconic, chaotic, hilarious, and dramatic — and we ca… https://t.co/CguyH4nM1B",3,RebelMouse Application,
"Don Edmondson, PhD, MPH",2927261511,"New York, NY",2023-03-07 19:43:31,(3) Just as we were lulled into complacency because most of us thought we didn’t know LGBTQ folks (or maybe they’re… https://t.co/xsqkDaiCoN,0,Twitter for iPhone,
DJ Sammy Jo🐀,219613154,NYC,2023-03-07 19:42:29,Having met @bendelacreme ages ago in the mid 00’s I always thought she was a special person so seeing her so eloque… https://t.co/Vm2rViy19B,1,Twitter Web App,
Ali Elkin,19825173,"New York, N.Y.",2023-03-07 19:36:32,"It's giving Bippity Boppity Boutique, which is strange, considering how much her husband hates Disney for being hal… https://t.co/vq0lOaJxeL",0,Twitter Web App,
Angela Jones,1600855489,"New York, USA",2023-03-07 19:21:40,PRISM allocates 100% of the money it receives towards assisting LGBTQ+ youth in South Florida. With all of Disantis… https://t.co/DJRN7l8hKf,1,Twitter for iPhone,
Brian,747925998637842432,New York,2023-03-07 19:15:56,@EGal89 @Immortus21 @HCoffman78 @libsoftiktok Fair enough. That’s a big problem with the lgbtq community and others… https://t.co/iEPzlvhtJR,0,Twitter for iPhone,
True Colors United,36147494,"New York, NY",2023-03-07 19:12:42,Transform your organizational culture with the help of our free resources directly developed from up-to-date data a… https://t.co/vtWrbhru3w,1,Twitter Web App,
Sarah Lyn Rogers,1476285787,"Manhattan, NY",2023-03-07 19:04:53,"MONARCH is a #1 New Release today on Amazon, in LGBTQ+ Coming of Age Fiction! 

(Also creeping up the rankings for… https://t.co/rIaHzmHrdI",0,Twitter Web App,
ana-laura,1131651796873699328,nashville / nyc ,2023-03-07 18:50:43,@SenJohnson Are you protecting TN’s LGBTQ children? What steps have you made to ensure THEIR future is in safe hands?,0,Twitter for iPhone,
Michael Witkin,148119834,Brooklyn,2023-03-07 18:50:08,"Excellent map and table listing the 382 anti lgbtq bills currently moving through or adopted by states, with abstra… https://t.co/CUN2iwszDE",0,Twitter Web App,
𝓣χⒷ𝓸𝐲𝔦ᑎ𝙉𝙮𝙘 🤬,19506393,"New York, NY",2023-03-07 18:47:13,To all my #LGBTQ friends who just repost thirst traps it's time to wake up and realize you're being targeted.  This… https://t.co/EAoTs8mW7T,0,Twitter for Android,
Introvert658,1095365151740608513,"New York, USA",2023-03-07 18:46:10,"‘Hitler Was Right’ Rep. Mary Miller Forms Cong. ‘Family Caucus’: Battle LGBTQ Rights, ‘Atheism,’ ‘Radical Left’… https://t.co/3qZFtr5hnh",0,Twitter for Android,
Ring of Keys,932085211302694913,"New York, NY",2023-03-07 18:40:44,"Though the concert will take place in Chicago this May, we know our Keys are all around the world and the invitatio… https://t.co/CxB8Jz5OSm",0,Twitter for iPhone,
Jamie O'Brien,1360156843,"New York, NY",2023-03-07 18:40:13,"@RonDeSantisFL The dumbing down of Florida: The best and brightest that Florida has to offer, are fleeing Florida a… https://t.co/6uErQBytXF",0,Twitter Web App,
Kevin G Shinnick,1170153547637362689,New York City,2023-03-07 18:35:35,"@BenzieMary1 As a Catholic, you should listen to the Pope then 
https://t.co/gclzwA2a68",0,Twitter for Android,
Michael Paulauski,224329419,"Hoboken, NJ",2023-03-07 18:35:19,"@ASubtitleReader @lobster_dog @Athenion3 By Putin's own words, absolutely! He's literally trying to rebuild the Rus… https://t.co/yaw53JNc4K",1,Twitter Web App,
Kevin Gilligan,499875630,NYC,2023-03-07 18:23:54,"The cruelty is the point. This isn’t about protecting children, it’s about attacking the #LGBTQ community. https://t.co/oMblR29saj",38,Twitter for iPhone,
Papers Publishing,1569374040816508935,Brooklyn ,2023-03-07 18:15:42,This particular post is so cursed. I’ve posted it three times and it’s never properly gone out. Please boost… https://t.co/yVNbcUSUj7,2,Twitter for iPhone,
Michael Paulauski,224329419,"Hoboken, NJ",2023-03-07 18:13:38,"@notkavi @progregressions No, I am explicitly stating that you are taking a provably dishonest actor at their word.… https://t.co/YHzfgvY5kj",0,Twitter Web App,
Jonathan Larsen,61681958,New York,2023-03-07 18:12:18,"And it's not just Africa.

TWO European organizations have warned about prayer breakfasts being anti-LGBTQ.

One sp… https://t.co/8yogrblqkC",2,Twitter Web App,
Jonathan Joseph,972405763191853056,"New York City, NY",2023-03-07 18:12:13,"I can't wait for my idol, @ChristopherSean returns back as Paul Narita on @DaysPeacock with @mrcoltonlittle as Andr… https://t.co/9qNhmwuXKL",0,Twitter Web App,
Jonathan Larsen,61681958,New York,2023-03-07 18:11:16,"Last year, we revealed that Uganda was still using its National Prayer Breakfast to stiffen spines against western… https://t.co/JNBsDgfk6W",4,Twitter Web App,
Jonathan Larsen,61681958,New York,2023-03-07 18:10:03,"Burundi's not an isolated case.

@JeffSharlet blew the lid off The Family's involvement in Uganda's anti-LGBTQ+ leg… https://t.co/Mrf3i5Bj1l",12,Twitter Web App,
Michael Paulauski,224329419,"Hoboken, NJ",2023-03-07 18:04:02,"@progregressions @notkavi Buddy, let me make it very clear since you seem to be purposefully playing obtuse here:… https://t.co/V0TIOHGmoE",0,Twitter Web App,
Devin McCowan,1069666697064398849,"Manhattan, NY",2023-03-07 18:01:37,"Just to say, because it's been in the discourse...

Transgender individuals deserve life, love, and happiness. They… https://t.co/dG61G73faj",0,Twitter for iPhone,
The Center,25358498,"New York, NY",2023-03-07 18:00:04,"Happy birthday to Wanda Sykes! 🎉 🎈

Sykes has used her platform to raise LGBTQ+ voices, champion equality, and expl… https://t.co/pZ3Q6opjkb",2,Sprinklr Publisher,
Kevin G Shinnick,1170153547637362689,New York City,2023-03-07 17:57:54,"@BenzieMary1 Missouri State Rep. Pushes Back Against Fellow GOP Rep.'s Anti-LGBTQ Bill

https://t.co/paVJFOckP7",0,Twitter for Android,
Kevin G Shinnick,1170153547637362689,New York City,2023-03-07 17:57:24,"I should like to point out that this representative is Republican, who will not tolerate legislating hate 

Missour… https://t.co/vMnEH0khnH",0,Twitter for Android,
DWP Live Factory,1354558364,,2023-03-07 17:47:05,"We'll perform as house band tomorrow at Color Ball 2023! We hope to see you there!

#lgbtq #womenintech… https://t.co/y5MboHbEnV",0,Zoho Social,"{'type': 'Point', 'coordinates': [-73.979833, 40.763037]}"
JoeMyGod,16490790,"Manhattan, NY",2023-03-07 17:46:10,Meta Study: Children Of LGBTQ Parents Have Outcomes As Good Or Better Than Those Of Heterosexual Parents -… https://t.co/mBx4AKED2a,8,JMG Auto Posting,
Justine Medina,809987477691711488,NYC,2023-03-07 17:44:31,"@lionessque18 @tomboy1sm @Slatzism The fascists wants pogroms against not just Jews, but Black people, LGBTQ people… https://t.co/OHGyeKSFHM",0,Twitter Web App,
The Voodoo Cabaret,20259827,San Francisco and New York,2023-03-07 17:36:22,"@marwilliamson Run for a local office &amp; don’t take away votes a La Jill Stein.  Please POC, LGBTQ,  Women, Trans &amp;… https://t.co/BWmJb0K1Yu",0,Twitter for iPhone,
Will Stokes,797889284644671488,"Brooklyn, NY",2023-03-07 17:20:14,"Last year, OM fixed it - but I had to ask each time. This year, they’ve just stopped responding. It’s been over a m… https://t.co/ztFNCdTmk3",0,Twitter for iPhone,
Barry B. Benson 🇵🇷🏴‍☠️ #MENTOO,4867561144,"Bronx, NY",2023-03-07 17:17:28,@Ohrlausi27 @TedtheProphet @Rothmus This picture perfectly sums up the hypocrisy of a sum of LGBTQ people. Look at… https://t.co/DbKYEjGWFx,0,Twitter for iPhone,
critical mix theory,1232161857034760192,"New York, NY",2023-03-07 17:15:00,"Fort Lauderdale mayor decries 'creeping level of hate' after vandals deface LGBTQ pride flag painted on street...

https://t.co/QIA6WWqjUf",0,TweetDeck,
Justine Medina,809987477691711488,NYC,2023-03-07 17:14:36,@lionessque18 @tomboy1sm @Slatzism The ACLU has a helpful tracker. There have been nearly 400 pieces of legislation… https://t.co/K2MYc5qQ8n,0,Twitter Web App,
Pottsy0729,15522296,"New York, USA",2023-03-07 17:13:42,Gen Z LGBTQ: “Isn’t it obvious that they have been deeply influenced by their peers?” https://t.co/IgSWakV15Q,0,Twitter Web App,
